,publisher,review_type,review_date,title,content_rating,genre,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,review_score,year,country,imdb_plot,imdb_score,imdb_count,review_negative,review_neutral,review_positive,review_compound,consensus_negative,consensus_neutral,consensus_positive,consensus_compound,score
6001,Cinema em Cena,Fresh,2008-01-16,Ben X,NR,Art House & International,2007-09-26,2017-01-25,93.0,Film Movement,Fresh,68.0,38.0,Fresh,80.0,6744.0,100.0,2007,Belgium,"As an alternative to getting bullied at school, an autistic teenager retreats into the world of online role-playing games.",74.0,18246.0,0.0,1.0,0.0,0.0,0.25,0.645,0.105,-0.5574,71.09
6025,EmanuelLevy.Com,Fresh,2008-10-03,Body of Lies,R,Drama,2008-10-08,2010-09-01,128.0,Warner Bros. Pictures,Rotten,55.0,213.0,Fresh,62.0,130010.0,75.0,2008,USA,A CIA agent on the ground in Jordan hunts down a powerful terrorist leader while being caught between the unclear intentions of his American supervisors and Jordan Intelligence.,71.0,210202.0,0.288,0.567,0.144,-0.9163,0.121,0.819,0.06,-0.34,62.45
6187,ComingSoon.net,Fresh,2008-02-04,The Grand,R,Comedy,2008-01-11,2015-11-16,104.0,Anchor Bay Entertainment,Rotten,40.0,43.0,Rotten,43.0,3058.0,90.0,2008,USA,An improvisational comedy using a handful of actors playing characters competing in an actual poker tournament.,60.0,5382.0,0.0,0.64,0.36,0.8658,0.098,0.67,0.232,0.3818,50.33
6218,Movies.com,Fresh,2007-04-26,The Hammer,R,Comedy,2007-04-26,2016-08-10,93.0,IFC Films,Fresh,80.0,40.0,Fresh,90.0,4944.0,60.0,2007,USA,A 40-year-old who gave up a promising amateur boxing career 21 years ago is offered a path to the Olympics.,72.0,5842.0,0.122,0.676,0.203,0.3477,0.0,0.677,0.323,0.7351,76.4
6247,BrianOrndorf.com,Rotten,2008-03-20,Shutter,PG-13,Horror,2008-03-19,2016-08-22,85.0,20th Century Fox,Rotten,9.0,66.0,Rotten,33.0,241178.0,33.0,2008,Thailand,A young photographer and his girlfriend discover mysterious shadows in their photographs after a tragic accident. They soon learn that you can not escape your past.,71.0,40129.0,0.402,0.598,0.0,-0.5719,0.429,0.571,0.0,-0.8827,36.66
6391,Film4,Rotten,2011-05-05,Priest,PG-13,Action & Adventure,2011-05-13,2012-04-16,87.0,Screen Gems/SONY PICTURES,Rotten,15.0,100.0,Rotten,46.0,86623.0,50.0,2011,UK,"A homosexual Catholic priest finds out during confessional that a young girl is being sexually abused by her father, and has to decide how to deal with both that secret and his own.",70.0,9566.0,0.0,0.281,0.719,0.3724,0.48,0.52,0.0,-0.9313,41.2
6557,FEARnet,Fresh,2008-01-28,The Broken,R,Horror,1970-01-01,2016-12-29,88.0,After Dark Films,Rotten,49.0,39.0,Rotten,25.0,2548.0,80.0,1970,UK,"After seeing herself drive down the street, Radiologist Gina McVey unravels a mystery centered around a broken mirror.",54.0,10244.0,0.15,0.85,0.0,-0.3182,0.191,0.679,0.13,-0.25,43.35
6578,ComingSoon.net,Fresh,2008-01-27,The Escapist,R,Art House & International,2008-01-21,2017-04-10,103.0,IFC Films,Fresh,64.0,45.0,Fresh,63.0,14816.0,85.0,2008,UK,The skilled pilot Denis Hopkins lives with his pregnant wife Valerie and has a comfortable lifestyle. When the gang of criminals headed by the sadistic Ricky Barnes breaks in his seaside ...,62.0,1565.0,0.11,0.567,0.323,0.7488,0.294,0.567,0.139,-0.4588,63.78
6628,eye WEEKLY,Fresh,2008-10-18,Sugar,R,Drama,2008-01-21,2012-04-16,118.0,Sony Classics,Fresh,92.0,137.0,Fresh,80.0,12642.0,60.0,2008,Canada,Troubled suburban teen Cliff hooks up with a hustler from the streets of Toronto's gay ghetto.,57.0,1889.0,0.0,0.82,0.18,0.7003,0.0,0.847,0.153,0.5859,78.42
6925,Cinematical,Fresh,2008-01-28,Quid Pro Quo,R,Drama,2008-01-20,2016-08-10,81.0,Magnolia Pictures,Fresh,61.0,36.0,Rotten,54.0,1775.0,70.0,2008,USA,A semi-paralyzed radio reporter is sent out to investigate a story that leads him into an odd subculture and on a journey of disturbing self-realization.,62.0,2287.0,0.0,0.728,0.272,0.802,0.221,0.653,0.126,-0.2589,60.27
6944,FEARnet,Fresh,2008-01-28,Red,R,Drama,2008-08-08,2016-07-08,95.0,Magnolia Pictures,Fresh,70.0,27.0,Fresh,68.0,2607.0,70.0,2008,USA,A reclusive man sets out for justice and redemption when three troublesome teens kill his dog for no good reason.,70.0,10005.0,0.123,0.469,0.408,0.836,0.252,0.748,0.0,-0.8126,66.2
6980,Times (UK),Fresh,2009-09-13,The Road,R,Drama,2009-11-25,2012-04-16,110.0,The Weinstein Company,Fresh,73.0,215.0,Fresh,68.0,248465.0,80.0,2009,USA,"In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea.",72.0,219723.0,0.396,0.495,0.11,-0.7351,0.0,0.698,0.302,0.8555,69.75
7298,eFilmCritic.com,Rotten,2009-07-23,G-Force,PG,Action & Adventure,2009-07-24,2016-06-30,88.0,Walt Disney Pictures,Rotten,22.0,127.0,Rotten,39.0,964669.0,40.0,2009,USA,A specially trained squad of guinea pigs is dispatched to stop a diabolical billionaire from taking over the world.,51.0,41904.0,0.0,0.843,0.157,0.4767,0.151,0.53,0.32,0.631,39.28
7391,Reel Film Reviews,Fresh,2008-10-28,The Other Man,R,Drama,2008-12-03,2017-01-04,90.0,Image Entertainment,Rotten,15.0,39.0,Rotten,18.0,4522.0,62.5,2008,UK,"The story of a husband who suspects his wife of adultery, and sets out to track down the other man in her life.",54.0,11140.0,0.0,1.0,0.0,0.0,0.171,0.661,0.168,-0.0176,33.14
7416,EmanuelLevy.Com,Rotten,2008-09-03,The Duchess,PG-13,Drama,2008-09-05,2017-01-02,109.0,Paramount Vantage,Fresh,62.0,170.0,Fresh,67.0,68912.0,57.99999999999999,2008,UK,"A chronicle of the life of 18th-century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life.",69.0,77106.0,0.0,1.0,0.0,0.0,0.0,0.859,0.141,0.6249,65.66
7538,ColeSmithey.com,Rotten,2008-09-04,The Women,PG-13,Comedy,2008-09-04,2010-11-01,114.0,Picturehouse Entertainment,Rotten,14.0,148.0,Rotten,38.0,62045.0,42.0,2008,USA,A study of the lives and romantic entanglements of various interconnected women.,78.0,12306.0,0.117,0.723,0.161,0.4404,0.099,0.617,0.284,0.5423,39.44
7764,EmanuelLevy.Com,Fresh,2009-06-25,Public Enemies,R,Action & Adventure,2009-07-01,2015-12-10,140.0,Universal Studios,Fresh,68.0,278.0,Rotten,59.0,633778.0,91.0,2009,USA,"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.",70.0,277787.0,0.0,0.713,0.287,0.936,0.0,0.667,0.333,0.8402,65.99
7976,Nick's Flick Picks,Fresh,2008-10-19,Julia,R,Art House & International,2009-05-08,2013-11-27,144.0,Magnolia Pictures,Fresh,72.0,58.0,Fresh,67.0,17308.0,91.0,2009,USA,"At the behest of an old and dear friend, playwright",72.0,8497.0,0.178,0.646,0.176,-0.0258,0.145,0.602,0.253,0.2023,67.31
8102,Chicago Sun-Times,Fresh,2000-01-01,Angel Heart,R,Drama,1987-03-06,2016-08-10,113.0,TriStar Pictures,Fresh,79.0,29.0,Fresh,81.0,30089.0,87.5,1987,UK,A private investigator is hired by a man who calls himself Louis Cyphre to track down a singer named Johnny Favorite. But the investigation takes an unexpected and somber turn.,73.0,78672.0,0.06,0.663,0.277,0.8591,0.33,0.67,0.0,-0.8126,78.49
8115,Orlando Sentinel,Rotten,2009-11-23,Old Dogs,PG,Comedy,2009-11-25,2016-07-01,88.0,Walt Disney Pictures,Rotten,5.0,110.0,Rotten,44.0,182900.0,37.5,2009,USA,Two friends and business partners find their lives turned upside down when strange circumstances lead them to be the temporary guardians of seven year-old twins.,54.0,35916.0,0.0,0.851,0.149,0.1901,0.123,0.764,0.113,0.1779,31.59
8205,Filmcritic.com,Fresh,2009-09-24,Surrogates,PG-13,Action & Adventure,2009-09-25,2016-08-10,88.0,Touchstone Pictures,Rotten,37.0,116.0,Rotten,38.0,295050.0,80.0,2009,USA,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",63.0,167372.0,0.094,0.507,0.399,0.6369,0.298,0.61,0.092,-0.7269,48.15
8303,Film Blather,Fresh,2008-03-11,The Promotion,R,Comedy,2008-03-09,2016-03-05,86.0,Weinstein Company,Rotten,53.0,77.0,Rotten,28.0,84738.0,91.0,2008,USA,Two assistant managers of a corporate grocery store vie for a coveted promotion.,56.0,17973.0,0.144,0.389,0.467,0.9123,0.185,0.708,0.106,-0.3506,49.27
8363,Slant Magazine,Rotten,2009-01-12,Notorious,R,Drama,2009-01-16,2015-11-25,122.0,Fox Searchlight Pictures,Rotten,52.0,146.0,Fresh,65.0,97063.0,25.0,2009,USA,A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,79.0,90400.0,0.086,0.621,0.293,0.791,0.086,0.914,0.0,-0.4404,61.96
8573,ColeSmithey.com,Fresh,2008-11-01,Soul Men,R,Comedy,2008-11-07,2017-02-14,100.0,MGM,Rotten,46.0,98.0,Rotten,58.0,54256.0,91.0,2008,USA,"Though it's been about twenty years since they have spoken with one another, two estranged soul-singing legends agree to participate in a reunion performance at the Apollo Theater to honor their recently deceased band leader.",64.0,10322.0,0.153,0.667,0.18,-0.0772,0.148,0.716,0.136,-0.3291,55.3
8647,ColeSmithey.com,Fresh,2008-09-11,Igor,PG,Animation,2008-09-19,2017-04-13,86.0,MGM,Rotten,39.0,93.0,Rotten,38.0,82504.0,75.0,2008,USA,"Animated fable about a cliché hunchbacked evil scientist's assistant who aspires to become a scientist himself, much to the displeasure of the rest of the evil science community.",60.0,22094.0,0.214,0.635,0.152,-0.4854,0.09,0.825,0.085,-0.0475,47.56
8714,Toronto Star,Fresh,2008-05-09,The Stone Angel,R,Drama,2007-09-12,2008-10-21,115.0,Vivendi Entertainment,Rotten,44.0,25.0,Rotten,58.0,3026.0,62.5,2007,Canada,"A 90-year-old woman, rapidly losing her memory and knowing that sooner or later her life will be over, returns to the Manitoba farmhouse she grew up in to try and make peace with her dysfunctional family.",61.0,1646.0,0.0,0.912,0.088,0.1154,0.199,0.724,0.077,-0.4003,54.99
8728,Time Out,Rotten,2009-12-18,Alvin and the Chipmunks: The Squeakquel,PG,Animation,2009-12-23,2015-11-25,89.0,20th Century Fox,Rotten,20.0,84.0,Rotten,49.0,368619.0,20.0,2009,USA,"The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.",45.0,42604.0,0.0,0.81,0.19,0.5719,0.113,0.514,0.373,0.6187,38.35
8795,NewsBlaze,Fresh,2009-02-03,Push,PG-13,Mystery & Suspense,2009-02-06,2015-12-19,111.0,Summit Entertainment,Rotten,23.0,127.0,Rotten,42.0,2026452.0,87.5,2009,USA,"Drugs, sex, and the allure of fast money blur the boundaries between two very different sides of society.",46.0,560.0,0.0,0.862,0.138,0.4939,0.0,0.893,0.107,0.0516,40.72
8993,Slant Magazine,Rotten,2008-07-14,Felon,R,Action & Adventure,2008-07-17,2013-01-01,104.0,Sony Pictures Entertainment,Fresh,63.0,24.0,Fresh,82.0,13899.0,62.5,2008,USA,A family man convicted of killing an intruder must cope with life afterward in the violent penal system.,74.0,74335.0,0.0,0.536,0.464,0.6369,0.076,0.709,0.215,0.5994,70.42
9007,Teletext,Rotten,2008-11-06,Scar,R,Drama,2007-05-20,2016-11-18,78.0,Unknown,Rotten,0.0,18.0,Rotten,11.0,689.0,40.0,2007,USA,A woman and a young man find terror when they decide to investigate the murder of a friend.,33.0,305.0,0.0,0.902,0.098,0.3612,0.47,0.53,0.0,-0.9231,18.75
9027,Film Blather,Rotten,2009-01-08,The Unborn,PG-13,Horror,2009-01-09,2015-05-08,88.0,Rogue Pictures,Rotten,10.0,119.0,Rotten,30.0,831848.0,42.0,2009,USA,"A couple struggling to conceive visit a miracle doctor as a last hope for having a child. The wife gets pregnant, but after the initial joy comes horror, as she slowly discovers the nightmarish truth behind the doctor's success.",45.0,1056.0,0.0,1.0,0.0,0.0,0.217,0.657,0.126,-0.2023,29.56
9403,MovieMartyr.com,Rotten,2008-08-11,Chocolate,R,Action & Adventure,2008-02-06,2017-03-09,110.0,Magnolia Pictures,Fresh,74.0,34.0,Fresh,73.0,12249.0,43.0,2008,India,Shyam an irresponsible guy joins a womens college only to satisfy his mother who is also a lecture there,62.0,592.0,0.162,0.838,0.0,-0.6597,0.126,0.71,0.164,0.1779,68.97
9449,Bloody Disgusting,Fresh,2008-09-17,Splinter,R,Horror,2008-10-31,2015-03-19,82.0,Magnolia Pictures/Magnet Pictures,Fresh,73.0,37.0,Rotten,49.0,13218.0,70.0,2008,USA,"A gang member, suffering from severe memory loss, searches for his brother's murderer. He secretly enlists the aid of the investigating Detective, while other members of his gang are mysteriously and sadistically murdered.",48.0,1320.0,0.0,0.644,0.356,0.9345,0.207,0.57,0.223,0.0865,60.36
9495,Reel Film Reviews,Fresh,2009-10-18,Leaves of Grass,R,Comedy,2010-04-02,2017-01-25,104.0,First Look Studios,Fresh,61.0,38.0,Rotten,49.0,15345.0,75.0,2010,USA,"An Ivy League professor is lured back to his Oklahoma hometown, where his twin brother, a small-time pot grower, has concocted a scheme to take down a local drug lord.",64.0,26293.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,59.64
9518,MovieMartyr.com,Fresh,2009-06-13,The Proposal,PG-13,Comedy,2009-06-19,2015-11-22,108.0,Walt Disney Pictures,Rotten,45.0,188.0,Fresh,67.0,860325.0,66.0,2009,USA,An undercover cop needs a female police officer to pretend to be his wife in order to get close to a ruthless crime boss. The boss's attraction to her entangles them in a complex and dangerous triangle.,54.0,655.0,0.0,0.781,0.219,0.7096,0.0,0.818,0.182,0.6124,57.21
9828,Reel Film Reviews,Fresh,2008-11-07,Gigantic,R,Comedy,2009-04-03,2017-05-03,99.0,First Independent Pictures,Rotten,36.0,83.0,Rotten,34.0,97063.0,62.5,2009,USA,"A mattress salesman finds his plan to adopt a Chinese baby augmented by the arrival of a young woman, who comes into his workplace, falls asleep on one of the beds, and starts to affect his life upon waking up.",60.0,9343.0,0.0,1.0,0.0,0.0,0.0,0.724,0.276,0.4939,44.56
9885,Arizona Republic,Fresh,2009-07-22,Orphan,R,Drama,2009-07-24,2014-07-24,123.0,Warner Bros. Pictures,Rotten,56.0,154.0,Fresh,63.0,872860.0,70.0,2009,USA,A husband and wife who recently lost their baby adopt a 9 year-old girl who is not nearly as innocent as she claims to be.,69.0,187299.0,0.0,1.0,0.0,0.0,0.168,0.677,0.155,-0.1027,61.24
10005,EmanuelLevy.Com,Rotten,2009-06-22,My Sister's Keeper,PG-13,Drama,2009-06-26,2014-05-15,108.0,Warner Bros. Pictures,Rotten,48.0,137.0,Fresh,72.0,365345.0,57.99999999999999,2009,USA,Anna Fitzgerald looks to earn medical emancipation from her parents who until now have relied on their youngest child to help their leukemia-stricken daughter Kate remain alive.,74.0,88220.0,0.0,0.797,0.203,0.7845,0.0,0.763,0.237,0.7311,62.66
10108,Boxoffice Magazine,Fresh,2009-05-29,The Hangover,R,Comedy,2009-06-05,2014-01-07,99.0,Warner Bros. Pictures,Fresh,78.0,239.0,Fresh,84.0,943179.0,80.0,2009,USA,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",77.0,705947.0,0.073,0.862,0.065,-0.0772,0.0,0.667,0.333,0.875,77.22
10291,BrianOrndorf.com,Rotten,2009-10-15,The Stepfather,PG-13,Horror,2009-10-16,2013-04-09,101.0,Screen Gems,Rotten,11.0,63.0,Rotten,35.0,982237.0,25.0,2009,UK,"After murdering his entire family, a man marries a widow with a teenage daughter in another town and prepares to do it all over again.",68.0,12748.0,0.136,0.812,0.052,-0.4939,0.117,0.765,0.117,0.0,36.04
10391,Shadows on the Wall,Rotten,2011-01-02,Season of the Witch,PG-13,Action & Adventure,2011-01-07,2011-06-23,95.0,Relativity Media,Rotten,11.0,124.0,Rotten,30.0,79868.0,40.0,2011,USA,"Fourteenth century knights transport a suspected witch to a monastery, where monks deduce her powers could be the source of the Black Plague.",54.0,89377.0,0.207,0.519,0.274,0.2263,0.41,0.462,0.128,-0.6705,33.71
10599,Metromix.com,Rotten,2009-03-05,Shuttle,R,Mystery & Suspense,2009-03-08,2016-03-30,106.0,Magnolia Pictures,Rotten,50.0,22.0,Rotten,36.0,1554.0,40.0,2009,USA,A late night airport shuttle ride home descends into darkness.,57.0,5325.0,0.336,0.389,0.275,-0.308,0.108,0.766,0.126,0.1045,50.88
10614,Orlando Sentinel,Rotten,2009-03-11,Miss March,R,Comedy,2009-03-13,2015-11-25,89.0,20th Century Fox,Rotten,5.0,80.0,Rotten,29.0,79384.0,20.0,2009,USA,"Eugene believes in no sex before marriage. So DID his girlfriend, Cindi. His BFF loves sex. At Senior Prom, just before sex with Cindi, he falls into a coma. Waking up 4 years later, his Cindi is Miss March in Playboy. Can he get her back?",50.0,20549.0,0.248,0.547,0.204,-0.0516,0.093,0.784,0.123,0.1531,27.48
10677,Boxoffice Magazine,Rotten,2009-02-17,An American Affair,R,Drama,2009-02-27,2016-08-10,93.0,Screen Media Films,Rotten,16.0,37.0,Rotten,41.0,1722.0,50.0,2009,Canada,"Mutual friends Barbara and Genevieve are both sleeping with District Attorney Sam Brady. When they become aware of their bizzare love triangle, they plot against him.",36.0,182.0,0.384,0.616,0.0,-0.8847,0.271,0.667,0.062,-0.6908,33.73
10698,FEARnet,Fresh,2009-02-02,Grace,R,Drama,2009-08-14,2017-03-26,94.0,Anchor Bay Entertainment,Fresh,71.0,31.0,Rotten,31.0,10269.0,90.0,2009,USA,"After losing her unborn child, Madeline Matheson insists on carrying the baby to term. Following the delivery, the child miraculously returns to life with an appetite for human blood. Madeline is faced with a mother's ultimate decision.",51.0,7620.0,0.214,0.588,0.198,-0.128,0.332,0.509,0.159,-0.7245,56.35
10790,San Francisco Chronicle,Fresh,2009-02-06,Happy Tears,R,Comedy,2010-02-19,2016-08-10,96.0,Roadside Attractions,Rotten,27.0,33.0,Rotten,21.0,1551.0,75.0,2010,USA,"Two sisters return home to deal with their ailing father, only to face some surprising situations.",52.0,1405.0,0.0,1.0,0.0,0.0,0.142,0.657,0.201,0.3818,36.38
10814,Reeling Reviews,Fresh,2009-10-08,The Messenger,R,Drama,2009-11-13,2017-03-08,112.0,Oscilloscope Pictures,Fresh,90.0,162.0,Fresh,75.0,21592.0,75.0,2009,USA,"When his girlfriend dies of a drug overdose, a former Green Beret decides to take vengeance on the drug gangs responsible for her death.",47.0,130.0,0.0,0.652,0.348,0.1531,0.0,1.0,0.0,0.0,74.72
11186,AMC Filmsite,Fresh,2000-01-01,The Apartment,NR,Classics,1960-06-15,2016-03-29,125.0,United Artists,Fresh,93.0,71.0,Fresh,94.0,38188.0,100.0,1960,USA,"A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",83.0,158999.0,0.042,0.958,0.0,-0.0772,0.132,0.588,0.279,0.4588,89.59
11228,EricDSnider.com,Rotten,2009-09-24,Fame,PG,Drama,2009-09-25,2016-02-25,107.0,MGM,Rotten,24.0,122.0,Rotten,36.0,194974.0,42.0,2009,USA,A chronicle of the lives of several teenagers who attend a New York high school for students gifted in the performing arts.,66.0,19815.0,0.077,0.796,0.127,0.3102,0.0,0.789,0.211,0.6808,44.31
11410,EricDSnider.com,Fresh,2009-04-29,Outrage,R,Documentary,2009-05-08,2017-03-12,90.0,Magnolia Pictures,Fresh,77.0,60.0,Fresh,76.0,6683.0,83.0,2009,USA,A young woman who has just become engaged has her life completely shattered when she is raped while on her way home from work.,68.0,1009.0,0.268,0.732,0.0,-0.5106,0.17,0.625,0.205,0.4915,69.29
11492,Empire Magazine,Fresh,2009-07-24,Skin,PG-13,Art House & International,2009-10-30,2016-03-22,107.0,Elysian Films,Fresh,84.0,64.0,Fresh,79.0,2118.0,60.0,2009,UK,Based on the true story of a black girl who was born to two white Afrikaner parents in South Africa during the apartheid era.,69.0,3200.0,0.166,0.769,0.066,-0.4963,0.0,0.796,0.204,0.7845,73.96
